date,value
10/3/1994,0.6028
10/4/1994,0.6034
10/5/1994,0.6038
10/6/1994,0.6046
10/7/1994,0.6045
10/10/1994,0.6058
10/11/1994,0.6044
10/12/1994,0.6056
10/13/1994,0.606
10/14/1994,0.6054
10/17/1994,0.6114
10/18/1994,0.6109
10/19/1994,0.6125
10/20/1994,0.612
10/21/1994,0.6131
10/24/1994,0.6129
10/25/1994,0.613
10/26/1994,0.6139
10/27/1994,0.615
10/28/1994,0.6144
10/31/1994,0.616
11/1/1994,0.616
11/2/1994,0.6158
11/3/1994,0.6155
11/4/1994,0.6197
11/7/1994,0.6203
11/8/1994,0.6222
11/9/1994,0.6245
11/10/1994,0.6214
11/11/1994,0.6207
11/14/1994,0.619
11/15/1994,0.6199
11/16/1994,0.6199
11/17/1994,0.6227
11/18/1994,0.6239
11/21/1994,0.6239
11/22/1994,0.6234
11/23/1994,0.6236
11/25/1994,0.6207
11/28/1994,0.6229
11/29/1994,0.6262
11/30/1994,0.6289
12/1/1994,0.6298
12/2/1994,0.6302
12/5/1994,0.6314
12/6/1994,0.6332
12/7/1994,0.6334
12/8/1994,0.6344
12/9/1994,0.6358
12/12/1994,0.6334
12/13/1994,0.6376
12/14/1994,0.6386
12/15/1994,0.6409
12/16/1994,0.6396
12/19/1994,0.6395
12/20/1994,0.6386
12/21/1994,0.6384
12/22/1994,0.6409
12/23/1994,0.6409
12/27/1994,0.6425
12/28/1994,0.6425
12/29/1994,0.6427
12/30/1994,0.6428
1/3/1995,0.6395
1/4/1995,0.638
1/5/1995,0.6375
1/6/1995,0.6369
1/9/1995,0.6367
1/10/1995,0.6411
1/11/1995,0.6414
1/12/1995,0.6416
1/13/1995,0.6387
1/16/1995,0.6399
1/17/1995,0.6404
1/18/1995,0.6416
1/19/1995,0.643
1/20/1995,0.6423
1/23/1995,0.6456
1/24/1995,0.6466
1/25/1995,0.644
1/26/1995,0.6427
1/27/1995,0.6396
1/30/1995,0.6407
1/31/1995,0.638
2/1/1995,0.6395
2/2/1995,0.6411
2/3/1995,0.6312
2/6/1995,0.6338
2/7/1995,0.6315
2/8/1995,0.632
2/9/1995,0.632
2/10/1995,0.6344
2/13/1995,0.634
2/14/1995,0.635
2/15/1995,0.6344
2/16/1995,0.635
2/17/1995,0.6296
2/21/1995,0.6376
2/22/1995,0.6346
2/23/1995,0.6332
2/24/1995,0.633
2/27/1995,0.6356
2/28/1995,0.634
3/1/1995,0.6336
3/2/1995,0.6361
3/3/1995,0.6395
3/6/1995,0.6449
3/7/1995,0.6485
3/8/1995,0.6442
3/9/1995,0.6459
3/10/1995,0.647
3/13/1995,0.6507
3/14/1995,0.6503
3/15/1995,0.6524
3/16/1995,0.6504
3/17/1995,0.647
3/20/1995,0.6447
3/21/1995,0.6491
3/22/1995,0.6475
3/23/1995,0.6502
3/24/1995,0.6512
3/27/1995,0.6483
3/28/1995,0.6512
3/29/1995,0.6482
3/30/1995,0.6499
3/31/1995,0.6551
4/3/1995,0.6551
