Localtime,Open,High,Low,Close,Volume
16.09.2019 01:24:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:25:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:26:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:27:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:28:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:29:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:30:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:31:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:32:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:33:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:34:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:35:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:36:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:37:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:38:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:39:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:40:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:41:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:42:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:43:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:44:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:45:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:46:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:47:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:48:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:49:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:50:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:51:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:52:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:53:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:54:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:55:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:56:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:57:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:58:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 01:59:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:00:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:01:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:02:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:03:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:04:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:05:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:06:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:07:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:08:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:09:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:10:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:11:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:12:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:13:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:14:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:15:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:16:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:17:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:18:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:19:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:20:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:21:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:22:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:23:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:24:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:25:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:26:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:27:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:28:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:29:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:30:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:31:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:32:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:33:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:34:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:35:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:36:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:37:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:38:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:39:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:40:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:41:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:42:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:43:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:44:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:45:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:46:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:47:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:48:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:49:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:50:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:51:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:52:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:53:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:54:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:55:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:56:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:57:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:58:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 02:59:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:00:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:01:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:02:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:03:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:04:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:05:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:06:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:07:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:08:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:09:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:10:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:11:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:12:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:13:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:14:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:15:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:16:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:17:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:18:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:19:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:20:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:21:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:22:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:23:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:24:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:25:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:26:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:27:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:28:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:29:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:30:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:31:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:32:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:33:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:34:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:35:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:36:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:37:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:38:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:39:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:40:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:41:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:42:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:43:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:44:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:45:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:46:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:47:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:48:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:49:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:50:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:51:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:52:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:53:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:54:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:55:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:56:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:57:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:58:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 03:59:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:00:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:01:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:02:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:03:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:04:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:05:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:06:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:07:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:08:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:09:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:10:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:11:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:12:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:13:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:14:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:15:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:16:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:17:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:18:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:19:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:20:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:21:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:22:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:23:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:24:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:25:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:26:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:27:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:28:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:29:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:30:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:31:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:32:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:33:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:34:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:35:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:36:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:37:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:38:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:39:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:40:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:41:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:42:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:43:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:44:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:45:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:46:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:47:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:48:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:49:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:50:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:51:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:52:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:53:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:54:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:55:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:56:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:57:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:58:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 04:59:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:00:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:01:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:02:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:03:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:04:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:05:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:06:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:07:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:08:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:09:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:10:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:11:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:12:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:13:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:14:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:15:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:16:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:17:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:18:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:19:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:20:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:21:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:22:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:23:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:24:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:25:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:26:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:27:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:28:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:29:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:30:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:31:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:32:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:33:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:34:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:35:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:36:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:37:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:38:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:39:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:40:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:41:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:42:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:43:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:44:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:45:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:46:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:47:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:48:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:49:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:50:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:51:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:52:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:53:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:54:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:55:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:56:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:57:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:58:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 05:59:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:00:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:01:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:02:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:03:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:04:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:05:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:06:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:07:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:08:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:09:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:10:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:11:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:12:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:13:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:14:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:15:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:16:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:17:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:18:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:19:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:20:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:21:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:22:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:23:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:24:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:25:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:26:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:27:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:28:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:29:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:30:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:31:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:32:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:33:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:34:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:35:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:36:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:37:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:38:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:39:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:40:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:41:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:42:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:43:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:44:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:45:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:46:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:47:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:48:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:49:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:50:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:51:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:52:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:53:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:54:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:55:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:56:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:57:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:58:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 06:59:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 07:00:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 07:01:00.000,218.568,218.568,218.568,218.568,0
16.09.2019 07:02:00.000,218.568,218.568,218.568,218.568,0
