date, value
6/29/1995,0.715
6/30/1995,0.709
7/3/1995,0.709
7/5/1995,0.711
7/6/1995,0.712
7/7/1995,0.716
7/10/1995,0.714
7/11/1995,0.72
7/12/1995,0.724
7/13/1995,0.733
7/14/1995,0.73
7/17/1995,0.733
7/18/1995,0.733
7/19/1995,0.731
7/20/1995,0.734
7/21/1995,0.735
7/24/1995,0.739
7/25/1995,0.738
7/26/1995,0.738
7/27/1995,0.734
7/28/1995,0.738
7/31/1995,0.739
8/1/1995,0.74
8/2/1995,0.742
8/3/1995,0.738
8/4/1995,0.743
8/7/1995,0.741
8/8/1995,0.743
8/9/1995,0.741
8/10/1995,0.741
8/11/1995,0.743
8/14/1995,0.742
8/15/1995,0.736
8/16/1995,0.733
8/17/1995,0.732
8/18/1995,0.735
8/21/1995,0.737
8/22/1995,0.74
8/23/1995,0.741
8/24/1995,0.74
8/25/1995,0.743
8/28/1995,0.743
8/29/1995,0.752
8/30/1995,0.753
8/31/1995,0.751
9/1/1995,0.751
9/5/1995,0.751
9/6/1995,0.752
9/7/1995,0.752
9/8/1995,0.752
9/11/1995,0.753
9/12/1995,0.759
9/13/1995,0.766
9/14/1995,0.761
9/15/1995,0.76
9/18/1995,0.755
9/19/1995,0.761
9/20/1995,0.755
9/21/1995,0.748
9/22/1995,0.746
9/25/1995,0.75
9/26/1995,0.748
9/27/1995,0.749
9/28/1995,0.752
9/29/1995,0.755
10/2/1995,0.761
10/3/1995,0.769
10/4/1995,0.764
10/5/1995,0.758
10/6/1995,0.762
10/9/1995,0.764
10/10/1995,0.76
10/11/1995,0.762
10/12/1995,0.759
10/13/1995,0.759
10/16/1995,0.759
10/17/1995,0.753
10/18/1995,0.754
10/19/1995,0.751
10/20/1995,0.749
10/23/1995,0.747
10/24/1995,0.747
10/25/1995,0.748
10/26/1995,0.755
10/27/1995,0.754
10/30/1995,0.76
10/31/1995,0.76
11/1/1995,0.76
11/2/1995,0.757
11/3/1995,0.758
11/6/1995,0.754
11/7/1995,0.752
11/8/1995,0.752
11/9/1995,0.736
11/10/1995,0.738
11/13/1995,0.738
11/14/1995,0.74
11/15/1995,0.735
11/16/1995,0.74
11/17/1995,0.74
11/20/1995,0.744
11/21/1995,0.744
11/22/1995,0.74
11/24/1995,0.739
11/27/1995,0.743
11/28/1995,0.748
11/29/1995,0.748
11/30/1995,0.743
12/1/1995,0.739
12/4/1995,0.738
12/5/1995,0.739
12/6/1995,0.739
12/7/1995,0.739
12/8/1995,0.737
12/11/1995,0.736
12/12/1995,0.74
12/13/1995,0.744
12/14/1995,0.739
12/15/1995,0.743
12/18/1995,0.74
12/19/1995,0.741
12/20/1995,0.741
12/21/1995,0.74
12/22/1995,0.74
12/26/1995,0.741
12/27/1995,0.748
12/28/1995,0.744
12/29/1995,0.744
1/2/1996,0.744
1/3/1996,0.748
1/4/1996,0.739
1/5/1996,0.747
1/8/1996,0.747
1/9/1996,0.744
